-380.901716539783,1265.0724450819787
-376.0,1366.0
-363.1103039264465,1642.602046968623
-363.0,1645.0
-354.23108794891624,1842.825184059101
-350.0,1943.0
-345.0,2060.0
-342.41049793767434,2123.547620241836
-337.0,2261.0
-326.035948891726,2531.120061556564
-326.0,2532.0
-321.4296310760803,2642.402822516011
-317.0,2736.0
-309.22003651863116,2894.944897386682
-301.0,3063.0
-293.38912526686545,3228.7770770708007
-289.0,3340.0
-287.15410268175464,3385.3092421168044
-282.0,3513.0
-278.7348852071393,3598.8395900434284
-274.0,3721.0
-268.77301947047744,3841.713711714192
-268.0,3861.0
-263.8759102461237,3981.8049378868272
-260.0,4106.0
-254.36335590071607,4261.965823188567
-253.0,4299.0
-221.6021013859733,5204.054247099989
-217.0,5332.0
-213.85383616129903,5418.122040951014
-212.0,5474.0
-209.0,5581.0
-207.4558037874958,5632.699176324832
-202.0,5796.0
-197.08217697516733,5936.5196908485905
-197.0,5939.0
-190.59137247962562,6151.171426793614
-190.0,6172.0
-186.0,6315.0
-185.562778560848,6330.181952329574
-180.0,6525.0
-175.10218866412458,6751.153413814614
-175.0,6755.0
-166.0,7060.0
-164.52206694433028,7107.680804583995
-155.03836598758085,7385.935420687712
-155.0,7387.0
-151.22451156102775,7491.419587230299
-148.0,7571.0
-146.42900384893343,7606.345057021085
-143.0,7680.0
-135.5861926651473,7829.990410803614
-135.0,7840.0
-130.72927404587412,7903.285491095645
-129.0,7924.0
-116.59617654052511,8043.508455732112
-112.0,8076.0
-104.0535096651335,8118.658511790811
-87.4067493491954,8171.470215938025
-82.0,8186.0
-77.6635354055117,8197.09291356643
-64.0,8223.0
-45.84807980879561,8249.836705568056
-23.0,8279.0
-20.120079299322484,8282.194945055404
3.0,8304.0
35.61814372294216,8325.792574425257
36.0,8326.0
75.0,8342.0
105.42006549422713,8346.956132854237
125.0,8347.0
173.87265366104302,8338.188966975466
181.0,8336.0
199.257818095058,8329.042859272848
218.0,8319.0
262.4809502643542,8290.061661761252
267.0,8287.0
294.5282188651191,8266.454295825059
306.0,8256.0
352.34380404274225,8212.733794235546
376.0,8190.0
393.52942080165764,8172.493530311498
417.7597247216932,8146.032518340514
434.0,8128.0
452.5863342539242,8107.734712071049
461.0,8099.0
483.0,8077.0
492.75892091716713,8067.216258029842
510.1027722575008,8049.587551788091
520.0,8040.0
564.5800762645234,7999.575164934065
589.0,7982.0
636.9145708673269,7952.629873613462
711.0,7913.0
756.5739231138119,7892.394425829739
813.0,7879.0
884.4809539010838,7867.295303284567
895.0,7866.0
1299.0,7908.0
1388.355389886523,7929.335524598403
1517.0,7963.0
1527.549557814953,7966.019875220146
1605.28605152054,7991.946632176906
1662.0,8011.0
1692.3331043233459,8020.312011557732
1825.0,8055.0
1910.0,8066.0
1942.97088495231,8067.707071509934
2126.0,8070.0
2214.6563884199445,8068.895494174417
2321.0,8060.0
2368.8047582456616,8055.819071561174
2452.0,8048.0
2525.678678296188,8039.312193220631
2637.0,8022.0
2780.4571641223665,7995.562419242429
2799.0,7992.0
3046.7815557276467,7940.255586972159
3048.0,7940.0
3160.0,7917.0
3194.5707176598094,7910.094328350072
3401.2631348543855,7869.345079205612
3403.0,7869.0
3526.338545731158,7843.958796001602
3621.996691758008,7823.888925011502
3636.0,7821.0
3798.0,7788.0
3814.883660515486,7784.602884016992
4038.0,7740.0
4216.607093637719,7704.075089728214
4341.0,7679.0
4350.6801486410095,7677.058735926254
4426.166499462565,7662.020654316349
4527.0,7642.0
4551.684437253296,7637.071955286999
4652.0,7617.0
4689.921484233563,7609.402376933668
4952.0,7557.0
5003.507047594073,7546.833701916191
5133.319167289781,7522.082326625556
5221.043777521297,7505.377319650555
5223.0,7505.0
5368.0,7477.0
5486.090096135042,7454.654149754132
5644.0,7425.0
5768.1717080427115,7401.718549724246
5895.017348682399,7378.017648870007
5987.0,7361.0
6064.912029149739,7346.77810365774
6252.0,7313.0
6306.085097255455,7303.166254324538
6307.0,7303.0
6522.0,7264.0
6536.199917021836,7261.4068013918495
6723.0,7227.0
6806.625960764774,7211.562303743107
6958.0,7183.0
7074.926148789485,7156.505605083237
7130.668511528216,7136.128014477653
7131.0,7136.0
7256.0,7082.0
7286.808911354273,7065.1142370284715
7354.0,7021.0
7408.138476512018,6973.569087957629
7419.0,6962.0
7461.0,6901.0
7474.093146777504,6868.561727955734
7494.0,6794.0
7498.591734219072,6763.350267188657
7497.541218275144,6700.645572498825
7496.0,6673.0
7482.3872552408475,6582.353897295965
7482.0,6581.0
7452.0,6486.0
7416.444100821688,6395.455479964221
7399.474917198506,6380.027999745568
7391.0,6369.0
7374.993842530401,6346.160203256541
7356.0,6318.0
7353.231698449951,6315.24355400933
7353.0,6315.0
7319.558590963352,6277.029771766605
7280.0,6236.0
7188.03645355893,6151.738955673625
7140.0,6110.0
7107.410264799355,6082.653700077668
7057.628382028101,6046.579603308143
7038.0,6033.0
6944.0,5968.0
6909.406841108072,5944.272645006775
6864.0,5913.0
6802.898033759212,5870.008320484988
6793.0,5863.0
6720.0,5811.0
